Year,OPRHP Region,County,Facility,Attendance
2008,Thousand Islands,St Lawrence,Robert Moses St Pk - Thousand Islands,239555
2008,Thousand Islands,St Lawrence,St Lawrence Golf Course,11991
2008,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,9915
2007,Allegany,Cattaraugus,Allegany Quaker Area,766206
2007,Allegany,Cattaraugus,Allegany Red House Area,800376
2007,Allegany,Chautauqua,Lake Erie St Pk,126203
2007,Allegany,Chautauqua,Long Point Marina,139690
2007,Allegany,Chautauqua,Midway State Park,146965
2007,Central,Broome,Chenango Valley St Pk,242138
2007,Central,Broome,Chittengo Lndg,0
2007,Central,Broome/Delaware,Oquaga State Park,36592
2007,Central,Chenango,Bowman Lake St Pk,45882
2007,Central,Chenango,Hunts Pond State Park,5957
2007,Central,Herkimer,Herkimer Home,23446
2007,Central,Madison,Chittenango Fls St Pk,42210
2007,Central,Madison,Lorenzo,42174
2007,Central,Oneida,Delta Lake St Pk,173339
2007,Central,Oneida,Oriskany Battlefield,15485
2007,Central,Oneida,Pixley Falls State Park,12047
2007,Central,Oneida,Steuben Memorial,3662
2007,Central,Oneida,Verona Beach State Park,154623
2007,Central,Onondaga,Clark Reservation,36132
2007,Central,Onondaga,Green Lakes State Park,835444
2007,Central,Onondaga/Madison/Oneida,Old Erie Canal,127474
2007,Central,Oswego,Battle Isl Golf Course,30730
2007,Central,Oswego,Fort Ontario,102364
2007,Central,Oswego,Mexico Point Boat Launch,30232
2007,Central,Oswego,Pine Grove Boatlaunch,0
2007,Central,Oswego,Sandy Island Beach,28038
2007,Central,Oswego,Selkirk Shores,178870
2007,Central,Otsego,Betty And Wilbur Davis State Park,20134
2007,Central,Otsego,Canadarago Boat Lnch,26562
2007,Central,Otsego,Gilbert Lake St Pk,90101
2007,Central,Otsego,Glimmerglass State Park,95049
2007,Finger Lakes,Cayuga,Fair Haven St Pk,267471
2007,Finger Lakes,Cayuga,Fillmore Glen St Pk,93348
2007,Finger Lakes,Cayuga,Long Point St Pk,29546
2007,Finger Lakes,Cayuga,Springbrook Greens,8563
2007,Finger Lakes,Chemung,Newtown Battlefield,28358
2007,Finger Lakes,Chemung,Soaring Eagles Golf Course,34848
2007,Finger Lakes,Ontario,Ganondagan,37274
2007,Finger Lakes,Ontario,H H Spencer,8388
2007,Finger Lakes,Ontario,Honeoye Bt Lau,31986
2007,Finger Lakes,Ontario/Seneca,Seneca Lake St Pk,129339
2007,Finger Lakes,Schuyler,Watkins Glen St Pk,438549
2007,Finger Lakes,Seneca,Bonavista Golf Course,16227
2007,Finger Lakes,Seneca,Cayuga Lake St Pk,171363
2007,Finger Lakes,Seneca,Lodi Point Marina/Boat,18395
2007,Finger Lakes,Seneca,Sampson St Pk,183410
2007,Finger Lakes,Steuben,Indian Hills Golf Course,31325
2007,Finger Lakes,Steuben,Pinnacle Golf,29034
2007,Finger Lakes,Steuben,Stony Brook St Pk,130359
2007,Finger Lakes,Tompkins,Allan Treman Marina,153700
2007,Finger Lakes,Tompkins,Buttermilk Falls St Pk,160037
2007,Finger Lakes,Tompkins,Finger Lakes Admin.,0
2007,Finger Lakes,Tompkins,Robert H Treman St Pk,171361
2007,Finger Lakes,Tompkins,Taughannock Falls St Pk,525669
2007,Finger Lakes,Wayne,Beechwood,8874
2007,Finger Lakes,Wayne,Canadaigua Btlau Ontrio,50008
2007,Finger Lakes,Wayne,Chimney Bluffs,81609
2007,Finger Lakes,Wayne,Deans Cove Boat Launch,26661
2007,Finger Lakes,Yates,Keuka Lake St Pk,100887
2007,Genesee,Allegany/Cattaraugus/Livingston/Monroe,Genesee Valley Greenway,10885
2007,Genesee,Genesee,Darien Lakes State Park,62697
2007,Genesee,Livingston,Conesus Lake Boat Launch,23435
2007,Genesee,Livingston/Wyoming,Letchworth State Park,705439
2007,Genesee,Monroe,Braddock Bay,24754
2007,Genesee,Monroe,Durand Eastman,13398
2007,Genesee,Monroe,Genesee River Park,1182
2007,Genesee,Monroe,Hamlin Beach State Park,282950
2007,Genesee,Monroe,Irondquoit Bay Boat Lnch,20849
2007,Genesee,Orleans,Lakeside Beach St Pk,71022
2007,Genesee,Orleans,Oak Orchard Boat Launch,10924
2007,Genesee,Wyoming,Silver Lake,30407
2007,Long Island,Nassau,Hempstead Lake St Pk,322303
2007,Long Island,Nassau,Jones Beach,6088941
2007,Long Island,Nassau,Planting Fields A,182006
2007,Long Island,Nassau,Valley Stream St Pk,166400
2007,Long Island,Nassau/Suffolk,Bethpage Golf Course,854275
2007,Long Island,Nassau/Suffolk,Trailview,108031
2007,Long Island,Suffolk,Bayard C. A.,152796
2007,Long Island,Suffolk,Belmont Lakes St Pk,394600
2007,Long Island,Suffolk,Brentwood Sp,99700
2007,Long Island,Suffolk,Brookhaven State Park,2935
2007,Long Island,Suffolk,Caleb Smith State Park,27595
2007,Long Island,Suffolk,Camp Hero,171735
2007,Long Island,Suffolk,Captree St Pk,1270892
2007,Long Island,Suffolk,Caumsett St Pk,359194
2007,Long Island,Suffolk,Cold Spring Harbor,150174
2007,Long Island,Suffolk,Connetquot River St Pk,243208
2007,Long Island,Suffolk,Heckscher St Park,917270
2007,Long Island,Suffolk,Hither Hills,352371
2007,Long Island,Suffolk,Montauk Downs,245150
2007,Long Island,Suffolk,Montauk Point,899672
2007,Long Island,Suffolk,Napeague State Park,201910
2007,Long Island,Suffolk,Nissequogue River,88207
2007,Long Island,Suffolk,Orient Beach St Pk,85318
2007,Long Island,Suffolk,Robert Moses St Pk - Long Island,3460742
2007,Long Island,Suffolk,Sag Harbour,35511
2007,Long Island,Suffolk,Shadmore,120645
2007,Long Island,Suffolk,Sunken Meadow St Pk,2550645
2007,Long Island,Suffolk,Walt Whitman House,18031
2007,Long Island,Suffolk,Wildwood State Park,288028
2007,New York City,Bronx,Roberto Clemente,1272589
2007,New York City,Kings,Empire Fulton Ferry,377918
2007,New York City,Kings,Marsha P. Johnson State Park (former East River State Park until 2020),148712
2007,New York City,New York,Riverbank Fitness Cntr,40664
2007,New York City,New York,Riverbank Rollr-Ice Rnks,384215
2007,New York City,New York,Riverbank State Park,2006601
2007,New York City,Queens,Bayswater Point St Pk,4643
2007,New York City,Queens,Gantry Plaza,186290
2007,New York City,Richmond,Clay Pit Ponds,56735
2007,Niagara,Erie,Beaver Island,323524
2007,Niagara,Erie,Big 6 Marina,43513
2007,Niagara,Erie,Buckhorn,29039
2007,Niagara,Erie,Buffalo Harbor St Pk & Marina,0
2007,Niagara,Erie,Evangola St Pk,99220
2007,Niagara,Erie,Knox Farm Sp,86169
2007,Niagara,Erie,Woodlawn Beach,180326
2007,Niagara,Niagara,Artpark,150581
2007,Niagara,Niagara,Deveaux Woods,28693
2007,Niagara,Niagara,Devils Hole,142625
2007,Niagara,Niagara,Four  Mile Creek,92287
2007,Niagara,Niagara,Ft Niagara,285993
2007,Niagara,Niagara,Golden Hill St Pk,294268
2007,Niagara,Niagara,Joseph Davis St Pk,24563
2007,Niagara,Niagara,Niagara Reservation,7924083
2007,Niagara,Niagara,Reservoir St Pk,85395
2007,Niagara,Niagara,Whirlpool,244255
2007,Niagara,Niagara,Wilson Tuscarora St Pk,218146
2007,Palisades,Dutchess/Orange/Putnam/Rockland,Appalachian Trail,2515
2007,Palisades,Orange,Fort Montgomery,10818
2007,Palisades,Orange,Goosepond Mountain,1254
2007,Palisades,Orange,Highland Lakes,862
2007,Palisades,Orange,Knox Headquarters,21855
2007,Palisades,Orange,National Purple Heart Hall Of Honor,15
2007,Palisades,Orange,New Windsor Cantonment,21122
2007,Palisades,Orange,Schunnemunk State Park,25567
2007,Palisades,Orange,Sterling Forest,149188
2007,Palisades,Orange,Storm King,2977
2007,Palisades,Orange,Tiorati,232105
2007,Palisades,Orange,Washington Headquarters,19745
2007,Palisades,Orange/Rockland,Bear Mountain St Pk,1111305
2007,Palisades,Orange/Rockland,Harriman Group Camp,149039
2007,Palisades,Orange/Rockland,Harriman Hiker Trail,31857
2007,Palisades,Orange/Rockland,Sebago Lake,206913
2007,Palisades,Rockland,Anthony Wayne,722200
2007,Palisades,Rockland,Blauvelt,24769
2007,Palisades,Rockland,Harriman Beaver Pond,73018
2007,Palisades,Rockland,Haverstraw Beach,17642
2007,Palisades,Rockland,High Tor St Pk,64637
2007,Palisades,Rockland,Hook Mountain,30164
2007,Palisades,Rockland,Lake Welch,265911
2007,Palisades,Rockland,Nyack Beach St Pk,160189
2007,Palisades,Rockland,Palisades,4048
2007,Palisades,Rockland,Rockland Lake State Park,1273985
2007,Palisades,Rockland,Stony Point Battlefield,26420
2007,Palisades,Rockland,Tallman Mountain St Pk,302441
2007,Palisades,Sullivan,Lake Superior,17426
2007,Palisades,Ulster,Bristol Beach,17753
2007,Palisades,Ulster,Minnewaska Park,205986
2007,Palisades,Ulster,Senate House,22731
2007,Palisades,Ulster,Sojourner Truth State Park,0
2007,Saratoga,Albany,John Boyd Thacher Pk,292804
2007,Saratoga,Albany,Schuyler Mansion,5198
2007,Saratoga,Albany,Thompson Lake St Pk,55428
2007,Saratoga,Columbia,Hudson River Islands,10181
2007,Saratoga,Delaware,John Burroughs Memorial,1967
2007,Saratoga,Essex,Crown Point,14633
2007,Saratoga,Essex,John Brown Farm,70700
2007,Saratoga,Fulton,Johnson Hall,60090
2007,Saratoga,Greene,Athens,42035
2007,Saratoga,Greene,Coxsackie,128985
2007,Saratoga,Montgomery,Schoharie Crossing,43025
2007,Saratoga,Rensselaer,Bennington Battlefield,18452
2007,Saratoga,Rensselaer,Cherry Plain St Pk,25956
2007,Saratoga,Rensselaer,Crailo,6186
2007,Saratoga,Rensselaer,Grafton Lakes St Pk,173702
2007,Saratoga,Rensselaer,Schodack Island,53627
2007,Saratoga,Saratoga,Grants Cottage,2393
2007,Saratoga,Saratoga,Peebles Island,78498
2007,Saratoga,Saratoga,Saratoga Lake Boat Lnch,109089
2007,Saratoga,Saratoga,Saratoga Springs,1801638
2007,Saratoga,Saratoga/Warren,Moreau Lake St Pk,356674
2007,Saratoga,Schoharie,Max V Shaul Campsite,4398
2007,Saratoga,Schoharie,Minekill,68614
2007,Taconic,Columbia,Clermont,86002
2007,Taconic,Columbia,Copake Falls,153578
2007,Taconic,Columbia,Lake Taghkanic St Park,170573
2007,Taconic,Columbia,Olana,94877
2007,Taconic,Columbia/Dutchess,Rudd Pond,16935
2007,Taconic,Dutchess,Clinton House,1669
2007,Taconic,Dutchess,James Baird,127960
2007,Taconic,Dutchess,Mills Norrie St Pk,248699
2007,Taconic,Dutchess,Staatsburgh Shs,22459
2007,Taconic,Dutchess/Putnam,Hudson Highlands,175067
2007,Taconic,Dutchess/Ulster,Walkway Over The Hudson,0
2007,Taconic,Putnam,Clarence Fahnestock,211262
2007,Taconic,Putnam,Taconic Outdoor Education Center,18087
2007,Taconic,Westchester,F D Roosevelt,532953
2007,Taconic,Westchester,John Jay Homestead,32828
2007,Taconic,Westchester,Old Croton Aqueduct,947610
2007,Taconic,Westchester,Philipse Manor,23001
2007,Taconic,Westchester,Rockefeller Preserve,315870
2007,Thousand Islands,Clinton,Cumberland Bay St Pk,55319
2007,Thousand Islands,Clinton,Great Chazy Boat Launch,15361
2007,Thousand Islands,Clinton,Macomb Reservation,38855
2007,Thousand Islands,Clinton,Point Au Roche,66206
2007,Thousand Islands,Clinton,Point Au Roche Boat Lau,7767
2007,Thousand Islands,Jefferson,Black River Trail,64447
2007,Thousand Islands,Jefferson,Burnham Pnt River Park,11752
2007,Thousand Islands,Jefferson,Canoe-Picnic Pnt River,7540
2007,Thousand Islands,Jefferson,Cedar Pnt River Park,73080
2007,Thousand Islands,Jefferson,Chaumont Boat Launch,33315
2007,Thousand Islands,Jefferson,Dewolf Point,8588
2007,Thousand Islands,Jefferson,Grass Pnt River Park,38238
2007,Thousand Islands,Jefferson,Keewaydin St Park,50531
2007,Thousand Islands,Jefferson,Kring Point,47947
2007,Thousand Islands,Jefferson,Long Point River Park,26554
2007,Thousand Islands,Jefferson,Mary Island River Park,4652
2007,Thousand Islands,Jefferson,Rock Island,3707
2007,Thousand Islands,Jefferson,Sackets Harbor Btl Field,104440
2007,Thousand Islands,Jefferson,Southwick Beach St Pk,89735
2007,Thousand Islands,Jefferson,Stony Creek,24192
2007,Thousand Islands,Jefferson,Thousand Island Admin.,0
2007,Thousand Islands,Jefferson,Waterson Point Docking,1547
2007,Thousand Islands,Jefferson,Wehle State Park,26173
2007,Thousand Islands,Jefferson,Wellesley Island St Pk,215373
2007,Thousand Islands,Jefferson,Westcott Beach St Pk,115780
2007,Thousand Islands,Lewis,Whetstone Gulf,129354
2007,Thousand Islands,St Lawrence,Black Lk Boat Launch,14316
2007,Thousand Islands,St Lawrence,Cedar Island River Park,1635
2007,Thousand Islands,St Lawrence,Coles Creek,123649
2007,Thousand Islands,St Lawrence,Eel Weir St Park,10835
2007,Thousand Islands,St Lawrence,Higley Flow St Park,40130
2007,Thousand Islands,St Lawrence,Jacques Cartier St Pk,24598
2007,Thousand Islands,St Lawrence,Robert Moses St Pk - Thousand Islands,231909
2007,Thousand Islands,St Lawrence,St Lawrence Golf Course,16127
2007,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,10776
2006,Allegany,Cattaraugus,Allegany Quaker Area,700411
2006,Allegany,Cattaraugus,Allegany Red House Area,776633
2006,Allegany,Chautauqua,Lake Erie St Pk,131730
2006,Allegany,Chautauqua,Long Point Marina,144679
2006,Allegany,Chautauqua,Midway State Park,7040
2006,Central,Broome,Chenango Valley St Pk,207028
2006,Central,Broome,Chittengo Lndg,0
2006,Central,Broome/Delaware,Oquaga State Park,30229
2006,Central,Chenango,Bowman Lake St Pk,43046
2006,Central,Chenango,Hunts Pond State Park,4487
2006,Central,Herkimer,Herkimer Home,26128
2006,Central,Madison,Chittenango Fls St Pk,41117
2006,Central,Madison,Lorenzo,48094
2006,Central,Oneida,Delta Lake St Pk,153607
2006,Central,Oneida,Oriskany Battlefield,24209
2006,Central,Oneida,Pixley Falls State Park,19066
2006,Central,Oneida,Steuben Memorial,4599
2006,Central,Oneida,Verona Beach State Park,141367
2006,Central,Onondaga,Clark Reservation,46762
2006,Central,Onondaga,Green Lakes State Park,798179
2006,Central,Onondaga/Madison/Oneida,Old Erie Canal,101441
2006,Central,Oswego,Battle Isl Golf Course,34381
2006,Central,Oswego,Fort Ontario,113830
2006,Central,Oswego,Mexico Point Boat Launch,24936
2006,Central,Oswego,Pine Grove Boatlaunch,0
2006,Central,Oswego,Sandy Island Beach,25795
2006,Central,Oswego,Selkirk Shores,159023
2006,Central,Otsego,Betty And Wilbur Davis State Park,39435
2006,Central,Otsego,Canadarago Boat Lnch,42930
2006,Central,Otsego,Gilbert Lake St Pk,79745
2006,Central,Otsego,Glimmerglass State Park,96429
2006,Finger Lakes,Cayuga,Fair Haven St Pk,287452
2006,Finger Lakes,Cayuga,Fillmore Glen St Pk,101221
2006,Finger Lakes,Cayuga,Long Point St Pk,27170
2006,Finger Lakes,Cayuga,Springbrook Greens,10085
2006,Finger Lakes,Chemung,Newtown Battlefield,22733
2006,Finger Lakes,Chemung,Soaring Eagles Golf Course,32793
2006,Finger Lakes,Ontario,Ganondagan,28358
2006,Finger Lakes,Ontario,H H Spencer,11752
2006,Finger Lakes,Ontario,Honeoye Bt Lau,30408
2006,Finger Lakes,Ontario/Seneca,Seneca Lake St Pk,116988
2006,Finger Lakes,Schuyler,Watkins Glen St Pk,384366
2006,Finger Lakes,Seneca,Bonavista Golf Course,14444
2006,Finger Lakes,Seneca,Cayuga Lake St Pk,125124
2006,Finger Lakes,Seneca,Lodi Point Marina/Boat,19377
2006,Finger Lakes,Seneca,Sampson St Pk,172884
2006,Finger Lakes,Steuben,Indian Hills Golf Course,0
2006,Finger Lakes,Steuben,Pinnacle Golf,27492
2006,Finger Lakes,Steuben,Stony Brook St Pk,113703
2006,Finger Lakes,Tompkins,Allan Treman Marina,176102
2006,Finger Lakes,Tompkins,Buttermilk Falls St Pk,157958
2006,Finger Lakes,Tompkins,Finger Lakes Admin.,0
2006,Finger Lakes,Tompkins,Robert H Treman St Pk,155289
2006,Finger Lakes,Tompkins,Taughannock Falls St Pk,441203
2006,Finger Lakes,Wayne,Beechwood,11334
2006,Finger Lakes,Wayne,Canadaigua Btlau Ontrio,46071
2006,Finger Lakes,Wayne,Chimney Bluffs,66686
2006,Finger Lakes,Wayne,Deans Cove Boat Launch,12929
2006,Finger Lakes,Yates,Keuka Lake St Pk,82082
2006,Genesee,Allegany/Cattaraugus/Livingston/Monroe,Genesee Valley Greenway,12432
2006,Genesee,Genesee,Darien Lakes State Park,58176
2006,Genesee,Livingston,Conesus Lake Boat Launch,21903
2006,Genesee,Livingston/Wyoming,Letchworth State Park,645693
2006,Genesee,Monroe,Braddock Bay,26486
2006,Genesee,Monroe,Durand Eastman,17019
2006,Genesee,Monroe,Genesee River Park,851
2006,Genesee,Monroe,Hamlin Beach State Park,247546
2006,Genesee,Monroe,Irondquoit Bay Boat Lnch,23006
2006,Genesee,Orleans,Lakeside Beach St Pk,63370
2006,Genesee,Orleans,Oak Orchard Boat Launch,10439
2006,Genesee,Wyoming,Silver Lake,26110
2006,Long Island,Nassau,Hempstead Lake St Pk,318500
2006,Long Island,Nassau,Jones Beach,6548384
2006,Long Island,Nassau,Planting Fields A,163188
2006,Long Island,Nassau,Valley Stream St Pk,170797
2006,Long Island,Nassau/Suffolk,Bethpage Golf Course,774834
2006,Long Island,Nassau/Suffolk,Trailview,85589
2006,Long Island,Suffolk,Bayard C. A.,128254
2006,Long Island,Suffolk,Belmont Lakes St Pk,386210
2006,Long Island,Suffolk,Brentwood Sp,93450
2006,Long Island,Suffolk,Brookhaven State Park,6273
2006,Long Island,Suffolk,Caleb Smith State Park,26950
2006,Long Island,Suffolk,Camp Hero,153480
2006,Long Island,Suffolk,Captree St Pk,1291318
2006,Long Island,Suffolk,Caumsett St Pk,279147
2006,Long Island,Suffolk,Cold Spring Harbor,87324
2006,Long Island,Suffolk,Connetquot River St Pk,247810
2006,Long Island,Suffolk,Heckscher St Park,772803
2006,Long Island,Suffolk,Hither Hills,351380
2006,Long Island,Suffolk,Montauk Downs,226045
2006,Long Island,Suffolk,Montauk Point,867560
2006,Long Island,Suffolk,Napeague State Park,191565
2006,Long Island,Suffolk,Nissequogue River,38394
2006,Long Island,Suffolk,Orient Beach St Pk,73175
2006,Long Island,Suffolk,Robert Moses St Pk - Long Island,3494423
2006,Long Island,Suffolk,Sag Harbour,34020
2006,Long Island,Suffolk,Shadmore,115220
2006,Long Island,Suffolk,Sunken Meadow St Pk,2075540
2006,Long Island,Suffolk,Walt Whitman House,16737
2006,Long Island,Suffolk,Wildwood State Park,316267
2006,New York City,Bronx,Roberto Clemente,1341117
2006,New York City,Kings,Empire Fulton Ferry,143740
2006,New York City,Kings,Marsha P. Johnson State Park (former East River State Park until 2020),0
2006,New York City,New York,Riverbank Fitness Cntr,37603
2006,New York City,New York,Riverbank Rollr-Ice Rnks,303315
2006,New York City,New York,Riverbank State Park,1758524
2006,New York City,Queens,Bayswater Point St Pk,3900
2006,New York City,Queens,Gantry Plaza,102275
2006,New York City,Richmond,Clay Pit Ponds,52911
2006,Niagara,Erie,Beaver Island,325838
2006,Niagara,Erie,Big 6 Marina,49836
2006,Niagara,Erie,Buckhorn,34000
2006,Niagara,Erie,Buffalo Harbor St Pk & Marina,70
2006,Niagara,Erie,Evangola St Pk,108716
2006,Niagara,Erie,Knox Farm Sp,42062
2006,Niagara,Erie,Woodlawn Beach,142245
2006,Niagara,Niagara,Artpark,126528
2006,Niagara,Niagara,Deveaux Woods,27517
2006,Niagara,Niagara,Devils Hole,144114
2006,Niagara,Niagara,Four  Mile Creek,53070
2006,Niagara,Niagara,Ft Niagara,297411
2006,Niagara,Niagara,Golden Hill St Pk,258704
2006,Niagara,Niagara,Joseph Davis St Pk,27521
2006,Niagara,Niagara,Niagara Reservation,7756133
2006,Niagara,Niagara,Reservoir St Pk,79830
2006,Niagara,Niagara,Whirlpool,253260
2006,Niagara,Niagara,Wilson Tuscarora St Pk,229933
2006,Palisades,Dutchess/Orange/Putnam/Rockland,Appalachian Trail,2579
2006,Palisades,Orange,Fort Montgomery,6442
2006,Palisades,Orange,Goosepond Mountain,1720
2006,Palisades,Orange,Highland Lakes,1281
2006,Palisades,Orange,Knox Headquarters,22364
2006,Palisades,Orange,National Purple Heart Hall Of Honor,0
2006,Palisades,Orange,New Windsor Cantonment,21340
2006,Palisades,Orange,Schunnemunk State Park,24313
2006,Palisades,Orange,Sterling Forest,124683
2006,Palisades,Orange,Storm King,3045
2006,Palisades,Orange,Tiorati,256816
2006,Palisades,Orange,Washington Headquarters,19909
2006,Palisades,Orange/Rockland,Bear Mountain St Pk,1153122
2006,Palisades,Orange/Rockland,Harriman Group Camp,177387
2006,Palisades,Orange/Rockland,Harriman Hiker Trail,30402
2006,Palisades,Orange/Rockland,Sebago Lake,221579
2006,Palisades,Rockland,Anthony Wayne,1291177
2006,Palisades,Rockland,Blauvelt,22454
2006,Palisades,Rockland,Harriman Beaver Pond,61626
2006,Palisades,Rockland,Haverstraw Beach,26743
2006,Palisades,Rockland,High Tor St Pk,65881
2006,Palisades,Rockland,Hook Mountain,44967
2006,Palisades,Rockland,Lake Welch,275683
2006,Palisades,Rockland,Nyack Beach St Pk,184570
2006,Palisades,Rockland,Palisades,5622
2006,Palisades,Rockland,Rockland Lake State Park,1145210
2006,Palisades,Rockland,Stony Point Battlefield,28437
2006,Palisades,Rockland,Tallman Mountain St Pk,292169
2006,Palisades,Sullivan,Lake Superior,16835
2006,Palisades,Ulster,Bristol Beach,13927
2006,Palisades,Ulster,Minnewaska Park,175302
2006,Palisades,Ulster,Senate House,12310
2006,Palisades,Ulster,Sojourner Truth State Park,0
2006,Saratoga,Albany,John Boyd Thacher Pk,254362
2006,Saratoga,Albany,Schuyler Mansion,6014
2006,Saratoga,Albany,Thompson Lake St Pk,51286
2006,Saratoga,Columbia,Hudson River Islands,5729
2006,Saratoga,Delaware,John Burroughs Memorial,891
2006,Saratoga,Essex,Crown Point,15778
2006,Saratoga,Essex,John Brown Farm,87760
2006,Saratoga,Fulton,Johnson Hall,61331
2006,Saratoga,Greene,Athens,25453
2006,Saratoga,Greene,Coxsackie,66737
2006,Saratoga,Montgomery,Schoharie Crossing,63680
2006,Saratoga,Rensselaer,Bennington Battlefield,16288
2006,Saratoga,Rensselaer,Cherry Plain St Pk,17008
2006,Saratoga,Rensselaer,Crailo,6758
2006,Saratoga,Rensselaer,Grafton Lakes St Pk,164637
2006,Saratoga,Rensselaer,Schodack Island,49510
2006,Saratoga,Saratoga,Grants Cottage,2488
2006,Saratoga,Saratoga,Peebles Island,78229
2006,Saratoga,Saratoga,Saratoga Lake Boat Lnch,99450
2006,Saratoga,Saratoga,Saratoga Springs,1544905
2006,Saratoga,Saratoga/Warren,Moreau Lake St Pk,267603
2006,Saratoga,Schoharie,Max V Shaul Campsite,3826
2006,Saratoga,Schoharie,Minekill,65073
2006,Taconic,Columbia,Clermont,108010
2006,Taconic,Columbia,Copake Falls,186028
2006,Taconic,Columbia,Lake Taghkanic St Park,158219
2006,Taconic,Columbia,Olana,95514
2006,Taconic,Columbia/Dutchess,Rudd Pond,16946
2006,Taconic,Dutchess,Clinton House,1767
2006,Taconic,Dutchess,James Baird,212374
2006,Taconic,Dutchess,Mills Norrie St Pk,247359
2006,Taconic,Dutchess,Staatsburgh Shs,23182
2006,Taconic,Dutchess/Putnam,Hudson Highlands,169780
2006,Taconic,Dutchess/Ulster,Walkway Over The Hudson,0
2006,Taconic,Putnam,Clarence Fahnestock,193288
2006,Taconic,Putnam,Taconic Outdoor Education Center,17517
2006,Taconic,Westchester,F D Roosevelt,544148
2006,Taconic,Westchester,John Jay Homestead,37617
2006,Taconic,Westchester,Old Croton Aqueduct,878454
2006,Taconic,Westchester,Philipse Manor,23779
2006,Taconic,Westchester,Rockefeller Preserve,293151
2006,Thousand Islands,Clinton,Cumberland Bay St Pk,43906
2006,Thousand Islands,Clinton,Great Chazy Boat Launch,23117
2006,Thousand Islands,Clinton,Macomb Reservation,29143
2006,Thousand Islands,Clinton,Point Au Roche,70363
2006,Thousand Islands,Clinton,Point Au Roche Boat Lau,12453
2006,Thousand Islands,Jefferson,Black River Trail,45579
2006,Thousand Islands,Jefferson,Burnham Pnt River Park,12283
2006,Thousand Islands,Jefferson,Canoe-Picnic Pnt River,6676
2006,Thousand Islands,Jefferson,Cedar Pnt River Park,68543
2006,Thousand Islands,Jefferson,Chaumont Boat Launch,28714
2006,Thousand Islands,Jefferson,Dewolf Point,7461
2006,Thousand Islands,Jefferson,Grass Pnt River Park,35098
2006,Thousand Islands,Jefferson,Keewaydin St Park,52347
2006,Thousand Islands,Jefferson,Kring Point,50868
2006,Thousand Islands,Jefferson,Long Point River Park,25081
2006,Thousand Islands,Jefferson,Mary Island River Park,3421
2006,Thousand Islands,Jefferson,Rock Island,2999
2006,Thousand Islands,Jefferson,Sackets Harbor Btl Field,91099
2006,Thousand Islands,Jefferson,Southwick Beach St Pk,91062
2006,Thousand Islands,Jefferson,Stony Creek,22245
2006,Thousand Islands,Jefferson,Thousand Island Admin.,0
2006,Thousand Islands,Jefferson,Waterson Point Docking,871
2006,Thousand Islands,Jefferson,Wehle State Park,27100
2006,Thousand Islands,Jefferson,Wellesley Island St Pk,180115
2006,Thousand Islands,Jefferson,Westcott Beach St Pk,111807
2006,Thousand Islands,Lewis,Whetstone Gulf,49879
2006,Thousand Islands,St Lawrence,Black Lk Boat Launch,18610
2006,Thousand Islands,St Lawrence,Cedar Island River Park,2240
2006,Thousand Islands,St Lawrence,Coles Creek,107295
2006,Thousand Islands,St Lawrence,Eel Weir St Park,11802
2006,Thousand Islands,St Lawrence,Higley Flow St Park,32319
2006,Thousand Islands,St Lawrence,Jacques Cartier St Pk,29003
2006,Thousand Islands,St Lawrence,Robert Moses St Pk - Thousand Islands,230637
2006,Thousand Islands,St Lawrence,St Lawrence Golf Course,17579
2006,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,12124
2005,Allegany,Cattaraugus,Allegany Quaker Area,703380
2005,Allegany,Cattaraugus,Allegany Red House Area,755990
2005,Allegany,Chautauqua,Lake Erie St Pk,128101
2005,Allegany,Chautauqua,Long Point Marina,158774
2005,Allegany,Chautauqua,Midway State Park,0
2005,Central,Broome,Chenango Valley St Pk,213353
2005,Central,Broome,Chittengo Lndg,392
2005,Central,Broome/Delaware,Oquaga State Park,33005
2005,Central,Chenango,Bowman Lake St Pk,44241
2005,Central,Chenango,Hunts Pond State Park,7335
2005,Central,Herkimer,Herkimer Home,27811
2005,Central,Madison,Chittenango Fls St Pk,41747
2005,Central,Madison,Lorenzo,43808
2005,Central,Oneida,Delta Lake St Pk,156397
2005,Central,Oneida,Oriskany Battlefield,18869
2005,Central,Oneida,Pixley Falls State Park,32495
2005,Central,Oneida,Steuben Memorial,6167
2005,Central,Oneida,Verona Beach State Park,160967
2005,Central,Onondaga,Clark Reservation,50642
2005,Central,Onondaga,Green Lakes State Park,808147
2005,Central,Onondaga/Madison/Oneida,Old Erie Canal,89422
2005,Central,Oswego,Battle Isl Golf Course,38964
2005,Central,Oswego,Fort Ontario,167772
2005,Central,Oswego,Mexico Point Boat Launch,22833
2005,Central,Oswego,Pine Grove Boatlaunch,0
2005,Central,Oswego,Sandy Island Beach,32562
2005,Central,Oswego,Selkirk Shores,151983
2005,Central,Otsego,Betty And Wilbur Davis State Park,6592
2005,Central,Otsego,Canadarago Boat Lnch,31280
2005,Central,Otsego,Gilbert Lake St Pk,90337
2005,Central,Otsego,Glimmerglass State Park,95246
2005,Finger Lakes,Cayuga,Fair Haven St Pk,278905
